event_id,entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,auth_outcome,department,resource_sensitivity,bytes_transferred,destination_ip,schema_version,extensions
d8c98c79-99e8-4045-8fad-a0cd5d76f859,svc-0008,service_account,2026-01-05T01:03:32.947735Z,10.20.0.8,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",platform/service-registry,certificate,110.158,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0008-runtime,success,platform,medium,72817,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""a504735a-4430-4000-aae2-fa8afdc553b3""}"
726709db-6b76-486d-80fd-dba13fa86694,svc-0004,service_account,2026-01-05T01:09:06.314861Z,10.20.0.4,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",platform/message-bus,service_token,96.763,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0004-runtime,success,platform,medium,28205,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""60cff742-7a54-4674-a002-d96f0bff30a7""}"
fa82592a-c81d-4bfd-a850-93a4f2832bcf,iot-0018,iot_device,2026-01-05T01:29:05.750314Z,10.30.0.18,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",iot/firmware-status,certificate,70.86,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0018-fingerprint,success,manufacturing,medium,4773,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""66351f2e-d45f-4c74-99c9-6502b9f8d9e0""}"
67f87c50-9818-41ef-b68e-fab8806a888a,iot-0006,iot_device,2026-01-05T01:30:21.118785Z,10.30.0.6,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",iot/firmware-status,certificate,38.767,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0006-fingerprint,success,manufacturing,medium,4698,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""6c889113-a356-4e2a-b8d6-7822810577a4""}"
950ea713-aa1f-4642-b0c4-1f79fc24a6c2,svc-0008,service_account,2026-01-05T01:30:33.575826Z,10.20.0.8,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",platform/message-bus,service_token,121.169,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0008-runtime,success,platform,medium,62777,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""a504735a-4430-4000-aae2-fa8afdc553b3""}"
556384d8-fd4b-4bf6-b8c1-270ca941f023,svc-0006,service_account,2026-01-05T01:32:23.661327Z,10.20.0.6,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",platform/secrets-broker,certificate,250.009,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0006-runtime,success,platform,high,36195,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""f79ef335-7e58-42f0-b642-af2eb5a38ac1""}"
08b92a02-135b-4c77-a70f-e0dfe8f60306,svc-0004,service_account,2026-01-05T01:42:39.047524Z,10.20.0.4,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",platform/message-bus,certificate,93.823,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0004-runtime,success,platform,medium,48178,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""60cff742-7a54-4674-a002-d96f0bff30a7""}"
aced20d1-2e4c-44fa-8531-92b44ed8a8b8,svc-0007,service_account,2026-01-05T01:43:38.361993Z,10.20.0.7,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",platform/service-registry,certificate,215.046,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0007-runtime,success,platform,medium,46813,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""0c7d5a12-f3eb-496a-9abe-1894a8e0dbc0""}"
8d3ba652-cbc7-45a4-aab0-c33eb1b0f159,edge-0009,edge_device,2026-01-05T01:49:11.947278Z,10.40.0.9,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",edge/maintenance,certificate,60.864,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0009-fingerprint,success,manufacturing,medium,33502,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""22a79fbd-d6c5-45fc-a018-e20998bb3d70""}"
6046dace-05e6-4e6c-bee6-bbe391cb3140,iot-0009,iot_device,2026-01-05T01:49:59.480436Z,10.30.0.9,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",iot/device-shadow,certificate,24.944,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0009-fingerprint,success,manufacturing,medium,4134,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""f6cb8ea7-dafb-43fa-ba20-4f6741b4c7f9""}"
b27abb30-4342-46e9-903a-2d784bccaf6f,svc-0006,service_account,2026-01-05T02:03:36.674282Z,10.20.0.6,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",platform/message-bus,certificate,109.042,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0006-runtime,success,platform,medium,8472,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""f79ef335-7e58-42f0-b642-af2eb5a38ac1""}"
72eb6333-de20-4038-8474-0560a8a03179,iot-0006,iot_device,2026-01-05T02:05:03.026404Z,10.30.0.6,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",iot/device-shadow,certificate,40.562,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0006-fingerprint,success,manufacturing,medium,4403,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""6c889113-a356-4e2a-b8d6-7822810577a4""}"
5e35df1a-afbe-48a4-8b2a-bb0798c42db5,edge-0005,edge_device,2026-01-05T02:18:27.403257Z,10.40.0.5,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",edge/site-gateway,certificate,12.725,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0005-fingerprint,success,manufacturing,medium,14426,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""1ffae878-9a63-4660-b303-1babba4e8d00""}"
e1cca696-561c-41c6-8d86-3c11fcd163f5,edge-0008,edge_device,2026-01-05T02:20:30.246960Z,10.40.0.8,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",edge/telemetry-relay,certificate,70.669,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0008-fingerprint,success,manufacturing,medium,16122,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""2d4e0f36-1073-4d8c-b672-498c397d4307""}"
4907defe-f089-4612-86ce-a002ab9d67a4,iot-0007,iot_device,2026-01-05T02:21:03.752635Z,10.30.0.7,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",iot/firmware-status,certificate,48.258,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0007-fingerprint,success,manufacturing,medium,6507,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""66126bc2-4b0a-4b1b-bd78-bc9ef5abab37""}"
38b15415-2712-4371-9128-b6f65b601b44,edge-0007,edge_device,2026-01-05T02:27:01.634753Z,10.40.0.7,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",edge/configuration,certificate,30.948,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0007-fingerprint,success,manufacturing,medium,38753,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""c7706391-f767-42a6-904f-bab293a759e4""}"
6ed8d4c9-4e57-4c94-b670-036fba011702,edge-0008,edge_device,2026-01-05T02:29:51.086903Z,10.40.0.8,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",edge/telemetry-relay,certificate,59.757,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0008-fingerprint,success,manufacturing,medium,37351,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""2d4e0f36-1073-4d8c-b672-498c397d4307""}"
37ddf2b6-8439-4f92-bfb2-07e3266d598c,iot-0002,iot_device,2026-01-05T02:35:42.661745Z,10.30.0.2,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",iot/device-shadow,certificate,30.694,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0002-fingerprint,success,manufacturing,medium,7161,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""3abf46bc-a0de-4135-bca5-4c7c9ed71333""}"
f05fa9ab-2f4f-46c0-9e2e-f53c844b3fa6,edge-0004,edge_device,2026-01-05T02:55:58.000823Z,10.40.0.4,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",edge/configuration,certificate,36.691,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0004-fingerprint,success,manufacturing,medium,2523,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""d17a61da-9ba6-48c7-989b-da6423e19f05""}"
9ae27df1-d4db-4059-b812-db2255e56692,edge-0010,edge_device,2026-01-05T03:00:48.594554Z,10.40.0.10,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",edge/maintenance,certificate,12.689,"[""authenticate_certificate""]",edge-0010-fingerprint,failure,manufacturing,medium,39543,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""3c93fa8b-61ad-48b8-a8a3-844b34c567a5""}"
c2d71080-d22e-4c8e-b3ce-403999e31fc9,svc-0004,service_account,2026-01-05T03:05:10.877164Z,10.20.0.4,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",platform/metrics,service_token,101.32,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0004-runtime,success,platform,medium,55240,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""60cff742-7a54-4674-a002-d96f0bff30a7""}"
63666901-dfa5-44bc-be15-71ce3d676e1b,svc-0006,service_account,2026-01-05T03:23:47.445081Z,10.20.0.6,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",platform/metrics,certificate,189.305,"[""token_exchange"",""read_config"",""write_metric"",""commit""]",svc-0006-runtime,success,platform,medium,38065,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""f79ef335-7e58-42f0-b642-af2eb5a38ac1""}"
d80ef52f-5306-4df9-bcc6-34abeee45e23,edge-0009,edge_device,2026-01-05T03:26:24.736532Z,10.40.0.9,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",edge/site-gateway,certificate,62.231,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0009-fingerprint,success,manufacturing,medium,31314,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""22a79fbd-d6c5-45fc-a018-e20998bb3d70""}"
9a7b96be-8ff3-43bf-bd03-f5194c74f3ce,edge-0010,edge_device,2026-01-05T03:27:39.076567Z,10.40.0.10,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",edge/telemetry-relay,certificate,15.122,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0010-fingerprint,success,manufacturing,medium,28784,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""3c93fa8b-61ad-48b8-a8a3-844b34c567a5""}"
e5476cb0-ea61-4276-a899-19e717a65a4c,iot-0017,iot_device,2026-01-05T03:29:05.990709Z,10.30.0.17,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",iot/telemetry-ingest,certificate,60.707,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0017-fingerprint,success,manufacturing,medium,6701,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""88fa6c80-e6a0-4289-8f0b-2e76e8ed9402""}"
e33ab211-0ac9-474a-ba04-e4600c177af5,iot-0002,iot_device,2026-01-05T03:37:52.212942Z,10.30.0.2,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",iot/device-shadow,certificate,49.854,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0002-fingerprint,success,manufacturing,medium,5017,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""3abf46bc-a0de-4135-bca5-4c7c9ed71333""}"
68d0198c-4355-447f-a66e-75cb9a9ff9fd,iot-0001,iot_device,2026-01-05T03:40:51.523561Z,10.30.0.1,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",iot/firmware-status,certificate,49.558,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0001-fingerprint,success,manufacturing,medium,1930,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""3bd19b2d-a7e4-4cb5-acb2-827c383acd3a""}"
fb22916c-223c-405b-b1e0-30e36226d37e,iot-0005,iot_device,2026-01-05T03:48:00.450872Z,10.30.0.5,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",iot/device-shadow,certificate,35.521,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0005-fingerprint,success,manufacturing,medium,3939,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""ad1b6951-7002-4d05-95e9-e365ea105bdf""}"
e11b7bc0-c983-48a7-92b6-76056d5ac231,iot-0019,iot_device,2026-01-05T04:03:51.366510Z,10.30.0.19,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",iot/firmware-status,certificate,57.363,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0019-fingerprint,success,manufacturing,medium,3025,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""bd8cb1c1-64c3-4b3f-84d5-88a73f4d3257""}"
2e1b99a0-05f2-4554-bfca-fd1598a869f5,iot-0011,iot_device,2026-01-05T04:06:28.170979Z,10.30.0.11,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",iot/firmware-status,certificate,34.296,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0011-fingerprint,success,manufacturing,medium,6998,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""2305ec6b-5d32-46da-bead-225e19b33264""}"
f1a2012e-2d98-4a6f-b31b-bf08dae62516,iot-0007,iot_device,2026-01-05T04:08:10.544386Z,10.30.0.7,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",iot/telemetry-ingest,certificate,56.084,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0007-fingerprint,success,manufacturing,medium,4935,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""66126bc2-4b0a-4b1b-bd78-bc9ef5abab37""}"
94e1552d-a25d-4e68-8bbf-733525fd4888,edge-0012,edge_device,2026-01-05T04:10:48.572195Z,10.40.0.12,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",edge/maintenance,certificate,1.0,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0012-fingerprint,success,manufacturing,medium,17724,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""0f7bf05f-5c02-492b-af2a-8d1d12fef958""}"
ea67e670-2073-4928-a0fb-e89882de433a,iot-0009,iot_device,2026-01-05T04:15:13.395297Z,10.30.0.9,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",iot/telemetry-ingest,certificate,16.991,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0009-fingerprint,success,manufacturing,medium,3693,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""f6cb8ea7-dafb-43fa-ba20-4f6741b4c7f9""}"
2a09e7d1-81c7-4543-b6c8-b0c980d4e549,iot-0017,iot_device,2026-01-05T04:16:42.353112Z,10.30.0.17,"{""city"":""Bengaluru"",""country_code"":""IN"",""latitude"":12.9716,""longitude"":77.5946}",iot/firmware-status,certificate,66.351,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0017-fingerprint,success,manufacturing,medium,2215,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""88fa6c80-e6a0-4289-8f0b-2e76e8ed9402""}"
ae0fe8a8-dd6c-497b-9c02-124df8d06ff3,iot-0007,iot_device,2026-01-05T04:19:16.242724Z,10.30.0.7,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",iot/device-shadow,certificate,1.0,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0007-fingerprint,success,manufacturing,medium,1981,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""66126bc2-4b0a-4b1b-bd78-bc9ef5abab37""}"
8d17a57f-d372-4cc9-8a3a-8c32d47dc5ea,iot-0020,iot_device,2026-01-05T04:20:50.830572Z,10.30.0.20,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",iot/telemetry-ingest,certificate,39.099,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0020-fingerprint,success,manufacturing,medium,2974,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""07c69fea-1d4e-44d4-8027-e1a648ab412f""}"
e079129a-d18f-4a8b-b835-b8d52e1fe34b,iot-0011,iot_device,2026-01-05T04:29:00.226710Z,10.30.0.11,"{""city"":""Pune"",""country_code"":""IN"",""latitude"":18.5204,""longitude"":73.8567}",iot/telemetry-ingest,certificate,8.334,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0011-fingerprint,success,manufacturing,medium,7521,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""2305ec6b-5d32-46da-bead-225e19b33264""}"
39485aa0-8281-41ef-9071-6da34303ca1f,edge-0008,edge_device,2026-01-05T04:35:20.946002Z,10.40.0.8,"{""city"":""Chennai"",""country_code"":""IN"",""latitude"":13.0827,""longitude"":80.2707}",edge/telemetry-relay,certificate,77.512,"[""authenticate_certificate"",""sync"",""publish_batch"",""heartbeat""]",edge-0008-fingerprint,success,manufacturing,medium,23349,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""2d4e0f36-1073-4d8c-b672-498c397d4307""}"
c41afed3-4673-45c1-9b49-275289d28501,iot-0010,iot_device,2026-01-05T04:38:09.956496Z,10.30.0.10,"{""city"":""Hyderabad"",""country_code"":""IN"",""latitude"":17.385,""longitude"":78.4867}",iot/device-shadow,certificate,92.01,"[""authenticate_certificate"",""publish_telemetry"",""heartbeat""]",iot-0010-fingerprint,success,manufacturing,medium,1623,,1.0,"{""behavior_phase"":""stable"",""cold_start_entity"":false,""drift_progress"":0.0,""profile_id"":""3ec1c3f8-ee68-4b74-a5d6-83b3e105f278""}"
